idCurso,Curso,abreviaturaCurso,habilitado
798780,798780-Curso de diseño creativo multimedia con IA,CursoDisenoCreativIA-798780,si
801472,801472-Especialización en Gestión Ambiental y Energética,EspGestAmbientEnerg-801472,si
801497,801497-Maestría en Sistemas Integrados de Gestión + PSU en Gestión Ambiental y Energ.,SistIntegraGestAmbi-801497,si
809477,809477-Máster en Ciberseguridad,McibEN-809477,si
809570,809570-Máster en Inteligencia de Negocio,MsbiEn-809570,si
810116,810116-Máster en Ciencias en Marketing Digital,MsdkEn-810116,si
810646,810646-Máster Universitario en Epidemiología y Salud Poblacional,EpidemioSaludPoblac-810646,si
81121,81121-MU en Ingeniería Matemática y Computación,IngenieriaMatematica-81121,si
812047,812047-C.U. en Metodologías Activas y Aprendizaje Cooperativo,MetodolActivasApre-812047,si
812061,812061-C.U. en Dislexia y Discalculia,DislexiaDiscalculia-812061,si
81322,81322-Máster Universitario en Métodos de Enseñanza en Educación Personalizada,EducacionPersonaliza-81322,si
81864,81864-Mención en Pedagogía Terapéutica (Educación Especial),MencionPedagTerapeut-81864,si
81865,81865-Mención en Enseñanza de la Lengua Inglesa,MencionLenguaInglesa-81865,si
820203,820203-Máster de Formación Permanente en Psicología de la Salud y Atención Psicológica,FPPsicoSaludAttPsico-820203,si
820339,820339-Maestría en Auditoría de Cuentas,MaestriaAuditCuentas-820339,si
820415,820415-Maestría en Mercadotecnia Farmacéutica,MercadotecFarma-820415,si
820466,820466-Maestría en Comunicación Transmedia,ComunicaTransmedia-820466,si
82637,82637-MBA + PSU Recursos Humanos,MBAEspRrhh-82637,si
83121,83121-Máster Universitario en Derecho Penal Económico,DerechoPenalEconomic-83121,si
833036,833036-Maestría en Escritura Creativa,EscrituraCreativa-833036,si
833037,833037-Maestría en Gestión del Patrimonio Cultural,GestPatrimonioCultu-833037,si
83636,"83636-Máster en Desarrollo Full Stack: Ruby, GO y Frameworks Javascript",DesarroFullStackRuby-83636,si
84046,84046-Programa Avanzado en Corporate Compliance (Certificado),CorporateCompliance-84046,si
84346,84346-Experto Universitario en Altas Capacidades y Desarrollo del Talento,AltasCapacidTalent-84346,si
84414,84414-Programa en Inteligencia Artificial,InteligenciaArtifici-84414,si
84423,84423-Experto Universitario en Cuidados Intensivos en Enfermería,CuidadosIntenEnferme-84423,si
845420,845420-Maestría en Prevención y Mediación de Conflictos en Entornos Educativos,PrevMedConflicEntEdu-845420,si
845421,845421-Experto Universitario en Adicciones Comportamentales,ExpAdiccionesComport-845421,si
845422,"845422-Experto Universitario en Prevención, Abordaje y Postvención de la Conducta Suicida",ExpPrevConductaSuici-845422,si
84832,84832-Curso de Cualificación para la Enseñanza de Filosofía y Valores Éticos,CCFilosofiaValorEtic-84832,si
84920,84920-Doble Grado en Maestro en Educación Infantil y Primaria,DGenMaestroInfPrimar-84920,si
850784,850784-Maestría en Ingeniería de Software y Sistemas Informáticos,IngeSoftwSistInforma-850784,si
855347,855347-Máster en resolución de problemas complejos,ResoluProbleComplej-855347,si
855348,855348-Programa en Chief Happiness Officer (CHO),ExChiefHappinessOff-855348,si
855644,855644-Máster en Liderazgo y Desarrollo Personal,LiderazgoDesarrPers-855644,si
856783,856783-Programa en Inteligencia Emocional,PAInteligEmocion-856783,si
856784,856784-Programa en Sostenibilidad ESG,PESostenibilidadESG-856784,si
856840,856840-Máster en Gestión de Riesgos,GestionRiesgos-856840,si
857121,857121-Máster en Coaching y Mentoring,CoachingyMentoring-857121,si
857739,857739-Programa en Inteligencia Artificial en Educación,IAenEducación-857739,si
870695,870695-Programa Executive en Derecho Concursal y Reestructuraciones,DerechConcursReestru-870695,si
870696,870696-Programa Executive en Corporate Compliance,ExecCorporateCompli-870696,si
87172,87172-Maestría mexicana en Dirección y Administración de Empresas (MBA) con Orientación en Finanzas,MbaEspFinanz-87172,si
87173,87173-Maestría mexicana en Dirección y Administración de Empresas (MBA) + Recursos Humanos,MbaEspRrhhMx-87173,si
8788,8788-MU en Sistemas Integrados de Gestión (SIG),SistIntegraGestSIG-8788,si
878977,878977-P.A. en Inteligencia Artificial para Desarrolladores,IAparaDesarrollad-878977,si
889383,889383-Maestría en Neuromarketing,Neuromarketing-889383,si
889384,889384-Maestría en Sistemas Integrados de Gestión,SistIntegradoGestion-889384,si
890249,890249-Maestría en Docencia Universitaria,MaestDocenciaUniv-890249,si
890256,890256-Maestría en Energías Renovables,MaestrEnergRenovable-890256,si
890257,890257-Maestría en Seguridad Pública,MaestSeguridadPublic-890257,si
892837,892837-Pregrado en Derecho,PregradoDerecho-892837,si
893736,893736-Maestría Internacional en Desarrollo y Operaciones de Software (DevOPs),IntDevOPs-893736,si
893744,893744-Maestría en Negocios Internacionales y Comercio Exterior,NegIntComercioExt-893744,si
893908,893908-Maestría Internacional en Comunicación y Marketing Político,IntComuniMarketPolit-893908,si
893909,893909-Maestría Internacional en Gestión de Riesgos Financieros,IntGestRiesgosFinanc-893909,si
893910,893910-Maestría Internacional en Comunicación Corporativa,IntComunicaCorpo-893910,si
8973,8973-Grado en Derecho,Derecho-8973,si
8974,8974-Grado en Trabajo Social,TrabajoSocial-8974,si
899635,899635-Especialización en Educación Musical,EspeEducaMusical-899635,si
903817,903817-Especialización en Gestión de Centros Sociales,GestCentrosSociales-903817,si
918483,918483-Especialización en TIC para la Enseñanza,EspeTicEnsenanza-918483,si
97788,97788-Programa de Desarrollo Directivo (PDD),ProgramDesarDirecPDD-97788,si
